"","sp.code","id","X","class","values","total","Common.name..Species.","Species","Diagnosis","Neoplasia.Site","Tumor.type"
"137","CRAHEA","ZM633_18_1.ndpi_Panay cloudrunner_hepatocellular carcinoma_liver","Balanced Accuracy","Lymphocyte",0.95658378152409,730,"Panay cloudrunner","Crateromys heaneyi","Hepatocellular carcinoma","Liver","Epithelial"
"138","CRAHEA","ZM633_18_1.ndpi_Panay cloudrunner_hepatocellular carcinoma_liver","Balanced Accuracy","Cancer",0.9513197586727,730,"Panay cloudrunner","Crateromys heaneyi","Hepatocellular carcinoma","Liver","Epithelial"
"139","CRAHEA","ZM633_18_1.ndpi_Panay cloudrunner_hepatocellular carcinoma_liver","Balanced Accuracy","Overall",0.89350817874068,730,"Panay cloudrunner","Crateromys heaneyi","Hepatocellular carcinoma","Liver","Epithelial"
"140","CRAHEA","ZM633_18_1.ndpi_Panay cloudrunner_hepatocellular carcinoma_liver","Balanced Accuracy","mean",0.89350817874068,730,"Panay cloudrunner","Crateromys heaneyi","Hepatocellular carcinoma","Liver","Epithelial"
"141","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Sensitivity","Stromal",0.822429906542056,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"142","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Sensitivity","Lymphocyte",0.717948717948718,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"143","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Sensitivity","Cancer",0.927855711422846,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"144","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Sensitivity","Overall",0.822744778637873,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"145","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Sensitivity","mean",0.822744778637873,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"146","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Specificity","Stromal",0.989312977099237,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"147","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Specificity","Lymphocyte",0.953795379537954,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"148","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Specificity","Cancer",0.76425855513308,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"149","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Specificity","Overall",0.902455637256757,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"150","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Specificity","mean",0.902455637256757,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"151","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Pos Pred Value","Stromal",0.926315789473684,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"152","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Pos Pred Value","Lymphocyte",0.8,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"153","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Pos Pred Value","Cancer",0.881904761904762,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"154","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Pos Pred Value","Overall",0.869406850459482,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"155","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Pos Pred Value","mean",0.869406850459482,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"156","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Neg Pred Value","Stromal",0.971514242878561,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"157","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Neg Pred Value","Lymphocyte",0.929260450160772,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"158","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Neg Pred Value","Cancer",0.848101265822785,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"159","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Neg Pred Value","Overall",0.916291986287372,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"160","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Neg Pred Value","mean",0.916291986287373,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"161","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Precision","Stromal",0.926315789473684,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"162","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Precision","Lymphocyte",0.8,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"163","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Precision","Cancer",0.881904761904762,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"164","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Precision","Overall",0.869406850459482,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"165","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Precision","mean",0.869406850459482,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"166","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","F1","Stromal",0.871287128712871,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"167","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","F1","Lymphocyte",0.756756756756757,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"168","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","F1","Cancer",0.904296875,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"169","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","F1","Overall",0.844113586823209,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"170","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","F1","mean",0.844113586823209,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"171","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Balanced Accuracy","Stromal",0.905871441820646,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"172","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Balanced Accuracy","Lymphocyte",0.835872048743336,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"173","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Balanced Accuracy","Cancer",0.846057133277963,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"174","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Balanced Accuracy","Overall",0.862600207947315,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"175","CYACYA","ZB017_18_2.ndpi_Red-legged honeycreeper_sertoli cell tumour_testies","Balanced Accuracy","mean",0.862600207947315,762,"Red-legged honeycreeper"," Cyanerpes cyaneus","Sertoli cell tumor","Testis","Sex-cord stromal"
"176","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Sensitivity","Stromal",0.451807228915663,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"177","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Sensitivity","Cancer",0.996621621621622,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"178","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Sensitivity","Lymphocyte",NA,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"179","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Sensitivity","Overall",NA,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"180","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Sensitivity","mean",0.724214425268643,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"181","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Specificity","Stromal",0.996621621621622,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"182","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Specificity","Cancer",0.512048192771084,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"183","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Specificity","Lymphocyte",0.995670995670996,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"184","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Specificity","Overall",0.834780270021234,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"185","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Specificity","mean",0.834780270021234,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"186","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Pos Pred Value","Stromal",0.986842105263158,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"187","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Pos Pred Value","Cancer",0.784574468085106,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"188","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Pos Pred Value","Lymphocyte",NA,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"189","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Pos Pred Value","Overall",NA,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"190","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Pos Pred Value","mean",0.885708286674132,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"191","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Neg Pred Value","Stromal",0.764248704663212,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"192","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Neg Pred Value","Cancer",0.988372093023256,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"193","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Neg Pred Value","Lymphocyte",NA,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"194","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Neg Pred Value","Overall",NA,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"195","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Neg Pred Value","mean",0.876310398843234,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"196","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Precision","Stromal",0.986842105263158,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"197","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Precision","Cancer",0.784574468085106,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"198","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Precision","Lymphocyte",0,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"199","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Precision","Overall",0.590472191116088,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"200","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Precision","mean",0.590472191116088,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"201","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","F1","Stromal",0.619834710743802,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"202","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","F1","Cancer",0.87797619047619,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"203","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","F1","Lymphocyte",NA,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"204","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","F1","Overall",NA,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"205","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","F1","mean",0.748905450609996,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"206","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Balanced Accuracy","Stromal",0.724214425268642,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"207","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Balanced Accuracy","Cancer",0.754334907196353,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"208","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Balanced Accuracy","Lymphocyte",NA,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"209","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Balanced Accuracy","Overall",NA,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"210","DASBYR","B09_04_1.ndpi_Kowari_squamous cell carcinoma_mouth","Balanced Accuracy","mean",0.739274666232497,462,"Kowari","Dasyuroides byrnie","Squamous cell carcinoma","Mouth","Epithelial"
"211","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Sensitivity","Stromal",0.556561085972851,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"212","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Sensitivity","Lymphocyte",0.86046511627907,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"213","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Sensitivity","Cancer",0.737903225806452,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"214","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Sensitivity","Overall",0.718309809352791,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"215","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Sensitivity","mean",0.718309809352791,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"216","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Specificity","Stromal",0.879049676025918,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"217","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Specificity","Lymphocyte",0.948827292110874,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"218","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Specificity","Cancer",0.76605504587156,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"219","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Specificity","Overall",0.86464400466945,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"220","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Specificity","mean",0.864644004669451,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"221","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Pos Pred Value","Stromal",0.687150837988827,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"222","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Pos Pred Value","Lymphocyte",0.885167464114833,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"223","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Pos Pred Value","Cancer",0.642105263157895,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"224","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Pos Pred Value","Overall",0.738141188420518,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"225","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Pos Pred Value","mean",0.738141188420518,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"226","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Neg Pred Value","Stromal",0.805940594059406,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"227","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Neg Pred Value","Lymphocyte",0.936842105263158,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"228","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Neg Pred Value","Cancer",0.837092731829574,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"229","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Neg Pred Value","Overall",0.859958477050712,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"230","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Neg Pred Value","mean",0.859958477050712,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"231","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Precision","Stromal",0.687150837988827,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"232","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Precision","Lymphocyte",0.885167464114832,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"233","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Precision","Cancer",0.642105263157895,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"234","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Precision","Overall",0.738141188420518,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"235","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Precision","mean",0.738141188420518,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"236","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","F1","Stromal",0.615,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"237","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","F1","Lymphocyte",0.872641509433962,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"238","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","F1","Cancer",0.686679174484052,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"239","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","F1","Overall",0.724773561306005,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"240","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","F1","mean",0.724773561306005,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"241","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Balanced Accuracy","Stromal",0.717805380999384,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"242","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Balanced Accuracy","Lymphocyte",0.904646204194972,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"243","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Balanced Accuracy","Cancer",0.751979135839006,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"244","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Balanced Accuracy","Overall",0.791476907011121,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"245","GALMOH","B02_18_1.ndpi_Greater bushbaby_squamous cell carcinoma_skin","Balanced Accuracy","mean",0.791476907011121,684,"Greater bushbaby","Galago moholi","Squamous cell carcinoma","Skin","Epithelial"
"246","GONOXY","ZR1145_15_1.ndpi_Redtailed ratsnake_metastatic anaplastic sarcoma_multiple","Sensitivity","Stromal",0.65979381443299,526,"Redtailed ratsnake","Gonyosoma oxycephala","Metastatic anaplastic sarcoma","Multiple","Mesenchymal"
"247","GONOXY","ZR1145_15_1.ndpi_Redtailed ratsnake_metastatic anaplastic sarcoma_multiple","Sensitivity","Lymphocyte",0.974358974358974,526,"Redtailed ratsnake","Gonyosoma oxycephala","Metastatic anaplastic sarcoma","Multiple","Mesenchymal"
"248","GONOXY","ZR1145_15_1.ndpi_Redtailed ratsnake_metastatic anaplastic sarcoma_multiple","Sensitivity","Cancer",0.977564102564103,526,"Redtailed ratsnake","Gonyosoma oxycephala","Metastatic anaplastic sarcoma","Multiple","Mesenchymal"
"249","GONOXY","ZR1145_15_1.ndpi_Redtailed ratsnake_metastatic anaplastic sarcoma_multiple","Sensitivity","Overall",0.870572297118689,526,"Redtailed ratsnake","Gonyosoma oxycephala","Metastatic anaplastic sarcoma","Multiple","Mesenchymal"
"250","GONOXY","ZR1145_15_1.ndpi_Redtailed ratsnake_metastatic anaplastic sarcoma_multiple","Sensitivity","mean",0.870572297118689,526,"Redtailed ratsnake","Gonyosoma oxycephala","Metastatic anaplastic sarcoma","Multiple","Mesenchymal"
"251","GONOXY","ZR1145_15_1.ndpi_Redtailed ratsnake_metastatic anaplastic sarcoma_multiple","Specificity","Stromal",0.988344988344988,526,"Redtailed ratsnake","Gonyosoma oxycephala","Metastatic anaplastic sarcoma","Multiple","Mesenchymal"
"252","GONOXY","ZR1145_15_1.ndpi_Redtailed ratsnake_metastatic anaplastic sarcoma_multiple","Specificity","Lymphocyte",0.990220048899755,526,"Redtailed ratsnake","Gonyosoma oxycephala","Metastatic anaplastic sarcoma","Multiple","Mesenchymal"
"253","GONOXY","ZR1145_15_1.ndpi_Redtailed ratsnake_metastatic anaplastic sarcoma_multiple","Specificity","Cancer",0.850467289719626,526,"Redtailed ratsnake","Gonyosoma oxycephala","Metastatic anaplastic sarcoma","Multiple","Mesenchymal"
"254","GONOXY","ZR1145_15_1.ndpi_Redtailed ratsnake_metastatic anaplastic sarcoma_multiple","Specificity","Overall",0.94301077565479,526,"Redtailed ratsnake","Gonyosoma oxycephala","Metastatic anaplastic sarcoma","Multiple","Mesenchymal"
"255","GONOXY","ZR1145_15_1.ndpi_Redtailed ratsnake_metastatic anaplastic sarcoma_multiple","Specificity","mean",0.94301077565479,526,"Redtailed ratsnake","Gonyosoma oxycephala","Metastatic anaplastic sarcoma","Multiple","Mesenchymal"
"256","GONOXY","ZR1145_15_1.ndpi_Redtailed ratsnake_metastatic anaplastic sarcoma_multiple","Pos Pred Value","Stromal",0.927536231884058,526,"Redtailed ratsnake","Gonyosoma oxycephala","Metastatic anaplastic sarcoma","Multiple","Mesenchymal"
"257","GONOXY","ZR1145_15_1.ndpi_Redtailed ratsnake_metastatic anaplastic sarcoma_multiple","Pos Pred Value","Lymphocyte",0.966101694915254,526,"Redtailed ratsnake","Gonyosoma oxycephala","Metastatic anaplastic sarcoma","Multiple","Mesenchymal"
"258","GONOXY","ZR1145_15_1.ndpi_Redtailed ratsnake_metastatic anaplastic sarcoma_multiple","Pos Pred Value","Cancer",0.905044510385757,526,"Redtailed ratsnake","Gonyosoma oxycephala","Metastatic anaplastic sarcoma","Multiple","Mesenchymal"
"259","GONOXY","ZR1145_15_1.ndpi_Redtailed ratsnake_metastatic anaplastic sarcoma_multiple","Pos Pred Value","Overall",0.932894145728356,526,"Redtailed ratsnake","Gonyosoma oxycephala","Metastatic anaplastic sarcoma","Multiple","Mesenchymal"
